userid,follower_count,following_count,account_creation_date,year,,,total number of users,1674,,,,,,
e20ba740a2754d39ad6fd52364a2175c57cceb6da22385e4748683c80878a7fe,765,1253,8/17/13,2013,,,,,,,,,,
48c0311a1b076b6a41e14bad8473198952924bf5003670f23392ea15f2c952bc,537,484,9/3/14,2014,,,,,,,,,,
2c8bf19ab5dfcdb5012a85fc65a62580da23da998aa8f729f15eeadc47e71e54,158,155,4/23/14,2014,,,,,,,,,,
8b41afdc536a9ad49d30b9c2a845c479239259e7266653bc9f498d6f864b03c6,87,118,12/25/13,2013,,,,,,,,,,
eaca5eb703fbc67f7b3d0c7542a3e437d35b9116ccd0fafb322ecd0bc93855d9,3468,3178,5/29/14,2014,,,,,,,,,,
906212180c298a09dc9e90a5b4eff6e26786646ec44bd55190778cbf154e1fea,142,282,8/5/13,2013,,,,,,,,,,
b6af4e85ccccdb429c0b68481540d3f2765b35ecf7c12619eecb63d526608362,5,0,7/29/14,2014,,,,,,,,,,
3f413b0963fb62d83e8a0e100790887dbe8ed46362e2e264b0bf18aa85ddc7f6,108,98,8/4/13,2013,,,,,,,,,,
138c356cde5939060f3491ce10e756cadb57274aba02e94069345205d0744167,2265,2383,5/30/14,2014,,,,,,,,,,
202c8708b3ed415e943eade0a8e5bfb0ce7ceaf93fcc462d3bb271f73e487f2b,795,1951,3/9/14,2014,,,,,,,,,,
8da5d23207d302647d84c4f38e4c9c48b199d9aa1cb0549940629a68b50b16cf,2755,3378,8/20/13,2013,,,,,,,,,,
1b9adccac803d2fc7633cef02e9e6c3d64b0af50c7550a1f3d2b84c54e765cbd,768,873,8/31/13,2013,,,,,,,,,,
1d90b492dd09ddb19225a14d5c326f0ec0c7a3397b3d2ed86aca6203e9ebc456,104,234,8/12/13,2013,,,,,,,,,,
d323a2df3827304ee57ab88879f89a50f2dfeb6e9d6026a8f4abaf6d411c0530,70,89,5/10/14,2014,,,,,,,,,,
85fdb02196bb8c19d03a262e72132e5c8ec70bde25eaea167f012f0bc1becbf8,2883,2729,6/13/13,2013,,,,,,,,,,
8e0f9e0d48b59943194b3bed56e1b910c1ef89adfe59e395f1b0bb88e142b3b8,2165,1247,6/11/13,2013,,,,,,,,,,
0af66a14ce128d9644bf530a9fb84f54cb9442e19e759f8348d7ae3c45dbb490,107,103,8/5/13,2013,,,,,,,,,,
7d87a814b4c26497e4e7a13047bc7f52452cb2566a939f1f250ae0286a4bae59,175,177,9/11/13,2013,,,,,,,,,,
80bc0733948784ddd384805a4730c9469df2d46044880f475c1626c68ed38ead,0,0,6/21/14,2014,,,,,,,,,,
45bcc2f1132bd4c5b6315ad9c47796eeaf43e2d86e62efea4521665374c0c543,541,849,8/10/13,2013,,,,,,,,,,
37fb515b3711c0a6c9770065e25dcb35b50b7283e4db14a505a345e3fbcdf221,50,31,5/26/14,2014,,,,,,,,,,
40bd0ff013b85c7646ca07ad238bc4dc865ce2cc87034af6e7884e69481f6422,1018,939,8/11/13,2013,,,,,,,,,,
5788d958456ab731e042dfff6d344829c158409c1c0911d79a5de12b0a72ced1,724,1361,8/20/13,2013,,,,,,,,,,
f81d88cb1a9302e5295007dc8d92f3a26dd0e47810a17e167dd22c438d053c25,58,83,5/23/14,2014,,,,,,,,,,
5ab3973c0a88be33cc7c7aa81845c3c4ae7bc9117b3cd187650e7a41c586fec2,808,530,8/23/13,2013,,,,,,,,,,
363c7ee353649189abbdd829bc73b38dae50070b48c5face9c4b8f1be345abc1,889,523,9/13/13,2013,,,,,,,,,,
bab856e112589a34fd6fae2f463d4371bb5ec65cd2627a6b38849493b4ca611e,889,975,8/10/13,2013,,,,,,,,,,
721aa2b2e71abb90376266778b217c7b6a04ab1a46902dd1faf3fd8f9d960c41,167,114,8/11/13,2013,,,,,,,,,,
364877b039dc05559df1e2fecf05f9ab802cbb4902dc2e6d4e4d4b678bad8ee2,3356,3059,8/14/13,2013,,,,,,,,,,
8040691d88ca857523a208075ffb90fa12db32ade3a19e8d4141b948ab67f297,98,114,8/6/13,2013,,,,,,,,,,
a76f0b8aaf462c7d672bcfc4113dc793fbe18253e08708c307d9843844bf52d6,787,1939,7/1/14,2014,,,,,,,,,,
9654d48c86e21d57ccefa8fbb945ca3355f558bd47bca51ff24ae636043640ed,697,884,6/19/13,2013,,,,,,,,,,
4fd2ce01c6dfc5f4ae2b74fff75772b0459c5ff0815bc381704b5ea0d6b8f8b5,53,120,4/7/14,2014,,,,,,,,,,
7ac943b36c928a26de60b9544c8209797730fd83e86bdc2a310cf5cd8d6cdd45,24,107,6/18/14,2014,,,,,,,,,,
c9948f7e1c8fbd05c2824bf06d1aa10b7d6ca293a41a2fa0b5ccdfd9acf3faf4,89,239,11/15/13,2013,,,,,,,,,,
aba127107267464101355d3465e86aafe41aaa31395bf82b3eb2fb801efac56f,131,275,6/3/14,2014,,,,,,,,,,
99299a75c967aa491b27d86a60c2ffe0a6156d1b0dcb4487917f48e7e1c7ef78,2814,3154,8/14/13,2013,,,,,,,,,,
a69df6abc4e894f08c3d2422e6ad0944977fef8c99a1ba66c0df58827ba901a8,1121,1005,8/28/13,2013,,,,,,,,,,
76de6903465b2c32d01f3e7f31cd0d91d84bd7035412ebeaaff87a319717e841,549,712,8/9/13,2013,,,,,,,,,,
f5cd09eb7df73d269183998756764df9d0a8adae3ac2a08cd08faa3fc18871e5,3906,3864,11/17/15,2015,,,,,,,,,,
4355797094,53999,49272,11/25/15,2015,,,,,,,,,,
004c1875a5f3a8ddfd2044b857a81c5d458882ac5cdf673d4e1840ca1ae476fa,63,77,5/23/14,2014,,,,,,,,,,
e21f97b0caa9de628db8d44e442362258f8e74f7ec6fbc4df2a52732cf2bd3b2,64,310,6/15/14,2014,,,,,,,,,,
2b703b4de58d070fc92d36ef6d7b4354134c02bff2a1af02eb4db3eebc212d10,171,113,8/14/13,2013,,,,,,,,,,
014566537ca2ddd1103f757f81a7561cd445bd114c575d058d2921b028a69bb1,119,247,8/6/13,2013,,,,,,,,,,
1cd9dcae39203ce9df705a6ff0cb4b1961effb11c9959e48055606a108fedd44,1578,1626,3/10/15,2015,,,,,,,,,,
62a8a4bc11554dcecf870a2ee0decf558d648eaf215952f5b166c5b0a5c5da2e,119,211,10/14/13,2013,,,,,,,,,,
5ad1a4ad9a7d67c045ab752c7a946a9d847d5d7e03684174835269a193c2820e,1884,1776,5/30/14,2014,,,,,,,,,,
38ddd8adbc3bceea800aedbfc775f62aa95d9cdd776543f5ed93ce8c0f8a2946,65,52,5/29/14,2014,,,,,,,,,,
3d04d5ba2fc6601dbcba5aa5d2006ed241f988e3eb92ca68d515df2e7c821b3c,81,361,6/21/14,2014,,,,,,,,,,
fb67c834365e4ec7abc54cfc8f26202efce5720921f9549dba14af7de0c0990d,52,30,5/29/14,2014,,,,,,,,,,
21ede93ad40450cf820f249bde68d4622b61894a6597de8c6290f034acc8f059,1038,821,8/15/13,2013,,,,,,,,,,
9.05E+17,5941,4966,9/4/17,2017,,,,,,,,,,
c6ca7979b62148a16a73e4226301bb2059a9682c668e96d7fe0cda53d7348913,846,621,9/15/13,2013,,,,,,,,,,
3d578cba6c6dfc82e37f2d0073583f224cbf3c140ad7f9abc849f05178c73a56,119,191,8/19/13,2013,,,,,,,,,,
f092a12b91e385bd0a20afc616d25cde0d38ac866d58b94dad44f39c540176a9,466,445,5/16/14,2014,,,,,,,,,,
183b98962beb34ec8117d856d4eaf49ef16224bc573b6bc92f9836fcf9b5972b,102,127,7/12/13,2013,,,,,,,,,,
e659b51a6d0b01d1af30a72edea96c37601ad96e5aafed0096bcb4071656ea52,87,137,5/30/14,2014,,,,,,,,,,
4e7aa589467d5b673858b76953eb12c6ddf50a05526b891d3990d845e25f66ce,191,907,8/8/17,2017,,,,,,,,,,
069e2889937930064ac1f3cac316483f9f5634d7edca6878174de81e91bb9e0a,719,739,9/1/13,2013,,,,,,,,,,
4dc4f9360437c779e3a5b85b96681af17d4748f121cb3ec9b3b055e3988ad264,22,205,6/2/14,2014,,,,,,,,,,
8cd6774724c40801bccd8cfa0e1fe42128aa5f132686ffc3994a1187aced3551,155,292,12/6/13,2013,,,,,,,,,,
5b61c895f2c47ef9d8184f2c92f97d65fed63466d1d0fe000b2a6796b39550d5,87,334,5/30/14,2014,,,,,,,,,,
ab1f9c6584088eef834d4bd0964e51436a87765d38fde3130cc499147a0186e3,3769,3940,6/2/14,2014,,,,,,,,,,
917326b34e514d9276524047b3e3424ca1f86c783e69e3c0ac1cde5a774a6463,75,149,4/22/14,2014,,,,,,,,,,
d50a05f3c6aa99eab878a35c4b51a7be31c62dbe8f936bd8bf2b33c44d3b8eba,55,137,12/11/13,2013,,,,,,,,,,
bb118f2c7c6e382038fbf15fc8554ee01918d163eabbf86dfb56a6f1b165b472,76,88,5/2/14,2014,,,,,,,,,,
4077c35e0685c7603fbfecef0bc87b7fbe41b7f52a0c44014f9ecaab25532a4e,95,102,7/24/13,2013,,,,,,,,,,
9824d99c89e8a48dd2b536339eb52d689637694febf98ab7940fc48d21dd1b21,27,112,5/13/14,2014,,,,,,,,,,
c663e94e26259387eb285e602498817dc5b4b6b848d5f46fbdb659f83abed7fc,95,100,8/7/13,2013,,,,,,,,,,
db433d2a650139ad474b09808cab5d5dd186a42fd676fd8b2da00d27d701bfc9,61,80,5/30/14,2014,,,,,,,,,,
8c1ace36faa676bed78dcb0fb3af796a7174b6f5ba636af6fb5973d12b73d9e3,719,1744,3/11/14,2014,,,,,,,,,,
e933848ee109a3e968bfefb54a785c0426edab39c144c0ace1eb734cde5efed0,127,261,3/10/15,2015,,,,,,,,,,
7ae80fc0f56ed64b621a65d2e4170bbde54cf46659e7fa2d9ee85cb7c016fa0b,911,1511,8/25/13,2013,,,,,,,,,,
f95b3b3d66b3c8f702d003d2592df640a3f37169904bdf8436f0e15082d72248,31,108,6/8/14,2014,,,,,,,,,,
b911988132c6236eaa14772f627fac65878273a7159546e66f0a95eec2e7a7bd,109,179,5/29/14,2014,,,,,,,,,,
813809311e7ec9f37501fb267919a1a397ff190edb412308358b242ddbbff9d2,668,1244,5/29/14,2014,,,,,,,,,,
2347ccb51951282b75565934b3a681ecae4864529ca38700b0ceb9d9104c02c6,707,1015,12/11/13,2013,,,,,,,,,,
92ae5deba7794025dd01d545f48e0c3442a30f79dd12b53ca22318cf5e86bb20,85,109,8/28/13,2013,,,,,,,,,,
c4b8fbf5a54209ad0f5f8f16e58e6a30fa9c068260e0089db857abf95a007ea5,55,305,6/4/14,2014,,,,,,,,,,
e4ecd5f554a5670fc441cbf8618f8aeb522dff1088dfdadc98c002988dd24acb,108,119,8/18/13,2013,,,,,,,,,,
4dd3ea4c37948067296cec6804edacf5243d0a139b3208d4e255bc2be85c235a,101,178,8/27/13,2013,,,,,,,,,,
311df5b8f4652c1a2f6dd0d8557fb192fa2fed04f57f1c278fbe1ed288101d07,137,468,6/1/14,2014,,,,,,,,,,
44b2d59b906cbfaec83ea47c25c02122e7fc5ab1757073bb611aecc33da47155,947,1942,3/24/14,2014,,,,,,,,,,
089b3f5dde42189a656e553b3688562e038295a0cd42ca6e622a34f68e855c0f,443,370,3/11/15,2015,,,,,,,,,,
618228e727579659187d37d818202a621bcef41d0e07cd99896c114d8c313970,417,386,9/2/14,2014,,,,,,,,,,
75c6b6b2024d76b82feb655520ee51327018a1401a0656754186ff25596b8e74,87,65,5/12/14,2014,,,,,,,,,,
9ab87d3f25c65df8aa6c8281b258405b9170a19c3a2c65536220e0085c1a6515,239,269,8/6/13,2013,,,,,,,,,,
57acc79f60292e0d3ca77a16c449dc3ddd44c14c4a5f2fc2f12e7de34a783b05,75,423,5/19/14,2014,,,,,,,,,,
83d07a1550753d18f9910e9967ce6d9814fbdd988acbc54da33481433cb32f61,42,269,6/1/14,2014,,,,,,,,,,
1835ceb00236c225fea8474ffbf41b960a582c61d5c0460a467228a98cf7d9ed,74,124,4/30/14,2014,,,,,,,,,,
9d08c8b245d92ea4fa33bf3ac99f6b7e2e987068f8f7be4e19c15f7aa7651cff,554,718,8/17/13,2013,,,,,,,,,,
b0b90ae15ea8fcad5fd0fe5666ba65680a9b76103c4cee437d44456e12d00066,145,318,3/15/14,2014,,,,,,,,,,
5cb7b222ace8a4139a8ece60afeca86fb0b2638ed34e3224d613696ce01459ea,710,1726,3/16/14,2014,,,,,,,,,,
f47335fe79821757ecfcd4bba11202bc0fab482a1aa09b740bff80741908bfa6,39,240,8/18/14,2014,,,,,,,,,,
80dfaa4168e536302ea5b412721d1a0bb5e66efd81487a249518fc08e1964041,364,786,6/2/14,2014,,,,,,,,,,
a87cbe05a815867ee5c6c35bec14506e7d4ce7ea8cac3cb1d4c8373250487b98,73,165,5/26/14,2014,,,,,,,,,,
85a64191a1ee05b842efad9fa0bc0933ab2fa89569521a894f5434aee74c03c7,46,37,12/21/13,2013,,,,,,,,,,
2a2383f1a63d6ba732eb854df2866671632bf956322bbac9a9e6e8c2e79497e7,1078,372,8/2/12,2012,,,,,,,,,,
d28b48ec7088514259b2242babfe7575abb022e48e86c5a05444c7616c5af176,18,120,6/19/14,2014,,,,,,,,,,
a00fc68f1538cf9d8784b1104c4fee6f7d5fa8d5c00004446d90fa9ba773a8dc,54,78,5/2/14,2014,,,,,,,,,,
c80088c029aefb37e0cfeca7f77e4f6605d7f3e12f0cb279324ce7afc5b36b4d,735,1933,12/14/13,2013,,,,,,,,,,
cfb87ad937f3e4e5e3bdebc7e7ef48e79178764dbf6cb330d6554e780e163150,52,250,6/3/14,2014,,,,,,,,,,
4d4015c767a9da312b6cf5459b23ac6c4e43db24ced4170cdb855d5a8bb32f2e,128,322,5/18/14,2014,,,,,,,,,,
286a2c9f1394741661c170f19df87953de1f3c1122e6a21d41f5c134da6bc924,1792,67,5/11/14,2014,,,,,,,,,,
7c2f567e50c4e3fbdf04d0ec493d4a2fca96bf807705305926aa02354068d9fd,880,906,8/10/13,2013,,,,,,,,,,
2598367019,5986,4850,6/10/14,2014,,,,,,,,,,
b0fd9c114b0799ffb1f59a674b9dfe91b1e4c418df22146c27588f8bdda5f1df,1970,278,5/4/14,2014,,,,,,,,,,
154b4d0d30ca4ddbf115713a23961c28f5597a1b3dd2b3b7b803c16d5036852b,39,127,8/13/14,2014,,,,,,,,,,
f1682db7fc03e3b051b1a7d6fa523c246f8cc7c912a1d9a9a78049683ec00b6d,31,132,6/22/14,2014,,,,,,,,,,
c88fefb20617eb1b67091325d6eac28d918014c1711b92ba338fcb5aa3269336,842,1934,12/23/13,2013,,,,,,,,,,
b33458c938feda1f1262b98e6080652ad7708436271846c142de5ccdd62ebe0e,107,120,8/8/13,2013,,,,,,,,,,
1a6f2bd7cbeb54f7d9f757a105ba56a91db9e4a5ba1a95c99ca062b6c6333119,97,349,5/30/14,2014,,,,,,,,,,
914b02cdd697d171976c24bbebc917f2ec62e1be07c9d897b30f97a6fa633571,2314,2219,8/11/13,2013,,,,,,,,,,
a1c3b927e4c42f99f90aeaf5e29d298b48f01487ac4982b6034d6c4c0a8f7687,998,963,8/11/13,2013,,,,,,,,,,
b83587a78bf520039ceb25e7c2dca06e482435947dd76b02a0e8a1753186f659,95,126,8/20/13,2013,,,,,,,,,,
99762677794bbb506abbc34ec42f48bf4bd40c92e1695d58dad2b0149bf097b3,548,636,6/2/14,2014,,,,,,,,,,
3feb2abeb8697fbda9b0487f3d546d51633a36ba3d39aadac9c91b49bd0a6295,105,96,8/6/13,2013,,,,,,,,,,
7cb9c145682a217a3bb77a53572a0cd1676f045eefbebfd1577bb0af1ad19a6b,3155,3444,5/30/14,2014,,,,,,,,,,
d291b85b92411ae679ddc39e27e9824f933edeb3e3a3ae497af8ff2ce64676e1,44,313,8/28/14,2014,,,,,,,,,,
a250c1d1b9a018abd017f951dc2e7a4ba34a7f1de24290e1cda42f1caf7121b8,317,253,8/12/13,2013,,,,,,,,,,
fe0af80c4273b87a501e5d97ed323c753129f50708d622e4e9653d94b6419f31,132,512,6/12/14,2014,,,,,,,,,,
56078c7539382d72f23d6958f0c74928ae27bd6e6a798e3cfcfe661696d3fc62,484,2056,7/25/13,2013,,,,,,,,,,
cc72d640deccde134e500c4786503102ea877343b36263c4ca67bb4f07af17b7,19,127,8/27/14,2014,,,,,,,,,,
225e0dbb97edf7a5f955f017ed0098c58032ebc81c5c932f97a3040828fb0282,1259,1948,11/17/15,2015,,,,,,,,,,
9d284c233dadd74a827027806da0f97915ff73120ed400d03a220ccfd5271d36,409,253,12/24/13,2013,,,,,,,,,,
fb211b9d17bd6b58de883bc7109f2910e8af47b3ee169b0eabc42bb6b6ee2eeb,452,1038,5/27/14,2014,,,,,,,,,,
58ca43487b5d426f399174928f9e0d7eaf4866a61398d28b325a776a6b54a82b,74,92,12/26/13,2013,,,,,,,,,,
523649f043407b9e237008df5cd9ed5182cf53e8a3580dfb8ec0a32827519fc8,831,828,8/6/13,2013,,,,,,,,,,
eccdae7d55c0c87723b423aa621ee52d21d8359475d91bc2cd404b1cc5f09b0e,9,56,6/9/14,2014,,,,,,,,,,
d839d7658b30e6a14a7e2a45066bd754bd4cdf040f1c55cc34ee49c5831afbed,45,131,8/28/14,2014,,,,,,,,,,
24751d4b1984d3c5abf3713b003d995346afbf894fcb1622af0ab999a22d42b9,3677,3421,5/30/14,2014,,,,,,,,,,
48415a7b9ab09f810d22fa1b440c6fb53e2cbcd31a697381527a4eccdfebd623,59,216,3/10/14,2014,,,,,,,,,,
b420856c2ad15b4b493638aed887f4444667933756f2e2e81733d967ae1164d5,59,78,5/30/14,2014,,,,,,,,,,
b8c3ad3b06deae3152bd73d1e4aff406c813b7802e3d581f675f71a678bed18c,1898,4314,8/9/16,2016,,,,,,,,,,
06ec3b072dc4af5783f8d00883aeb92ea377af12f5a983fe8c7db9c7448fa89e,120,214,12/20/13,2013,,,,,,,,,,
c841f4de723dea530e26906ad4a531808828dd186dd8f60fae2691166203e5e8,82,117,8/12/13,2013,,,,,,,,,,
dc213b8db804058108af8a3283265dd9c69f4b1a8c2f237bce2c87d9f150de8f,877,896,8/29/13,2013,,,,,,,,,,
cae99ca28cae02e04c98718c0c220b53aca379bf657d0ef0ecbdccdf5a5e1dcb,112,101,12/6/13,2013,,,,,,,,,,
3b66b964675cf3110ef9d39f88f426452b401a8ad3f53174d75bac56b23da4f2,446,398,3/10/14,2014,,,,,,,,,,
f7705a1cf18e7dff0237f16f667f1863960c98be35116622cd278b52ad3c00a6,120,118,6/19/14,2014,,,,,,,,,,
3e859572e18f6a4bdcf3774b387efadd67dc0e878cf51232edd4d78ceeb3d3bc,41,151,3/13/15,2015,,,,,,,,,,
b3273344caba7ac3bea983b70c5d5ce2f6935261818775861eef2e0360609134,57,283,6/2/14,2014,,,,,,,,,,
65ce8d4030bfcbd089ed8c0c919eb86dcade6d3f936f9b5b063379db2368bc67,960,901,8/9/13,2013,,,,,,,,,,
7ffdb05a3e5a651bf3a2c9bed144599ffb989546c1ed8a97681f344e1d1cba76,16,125,8/28/14,2014,,,,,,,,,,
6d20885e39447d3615892a79019998f4ddc7eb4e492fbe97c175e2c436a6d909,17,123,5/29/14,2014,,,,,,,,,,
a6bf82cfc7f78768bd152d40411d29fe9b7fced94300903e894268b2ef50de82,104,117,8/14/13,2013,,,,,,,,,,
4d198cab126a6a8252da036a5a0be15b49ef5541c10c655e629c5185548d1524,375,387,9/3/14,2014,,,,,,,,,,
592e0d389eff06bf3e4f41cd037cc0de88ff94bd62af6a903c2a917023d040cb,1142,968,8/21/13,2013,,,,,,,,,,
2951556370,12196,4948,12/30/14,2014,,,,,,,,,,
612354bae3966139ddb9442bcd9baf31b828d36da2883af21032e716ca64a971,105,318,5/29/14,2014,,,,,,,,,,
7fc763591263c2f1f7d5ddd1b5b7c669d1952af01b8e0b5acafbfc7dd0d564cd,33,119,6/17/14,2014,,,,,,,,,,
80bad532b3e093a9218085ad7f57701141350722c06880f59795ed276b3773f9,97,95,8/5/13,2013,,,,,,,,,,
7d14e426a225365ecbcceb84100d4c46aa8bb1a523dc24976c6b95a72189c18c,17,61,6/19/14,2014,,,,,,,,,,
a03dc5e88d4ff0b6a8ad0577370be8092079d78eb0b97a675a368a289ffb232f,74,278,4/27/14,2014,,,,,,,,,,
ff2a53eefc22a4e42399f62eaf742dac68c91b0971105fd0eb49b60500c7b063,53,326,6/7/14,2014,,,,,,,,,,
1896ab516e7d404b6fa93f9f3256a4ea901c424369da0b01d882b4d46541bc90,54,263,6/6/14,2014,,,,,,,,,,
455fa37111efb254dd4ae1c97d484a34865f843c82e01341fdfc5503c224e8f5,2004,1400,12/24/13,2013,,,,,,,,,,
fc5008dec79f736199c5416bf6e8c8e1a6b3447f87bac676f65a6bae93b20205,743,1692,3/22/14,2014,,,,,,,,,,
118c9e8e52c06161110bf0d7294234fd0ab6b2bdf864957613df56aa45e4154e,57,102,12/26/13,2013,,,,,,,,,,
8b3c8c33665db7191244a827ce7e3866f5a6350d583e01bacca0fecdf4288303,99,129,3/2/15,2015,,,,,,,,,,
53f0808bb42f1714f7cbcac7785529cef7ff62b4ede5ce80affb764a4e45aaf6,46,280,6/19/14,2014,,,,,,,,,,
2ffd724bdac8cb7808986df76c3294f8d4319cf5705e2bc901e559195e3d53bb,591,402,4/1/14,2014,,,,,,,,,,
a92e90c1f3be2814a4ab3aa27233e11afe7cfd590403d42965500ab48dc82f49,219,1225,5/1/14,2014,,,,,,,,,,
1ba3dfb527704f4836e67c0316b09d268e0c63300e5e1768fa648667ed156b8e,50,6,3/19/14,2014,,,,,,,,,,
eb0d54b797682c3cce84b58d38b77d01804f9d2991b1a1f89d71759c0cba4f76,39,255,5/11/14,2014,,,,,,,,,,
7bd4c632509e62fe8a3e3b98b89aba580664a06b7cb4f2e3a5fbf061197bba60,571,1198,8/15/13,2013,,,,,,,,,,
4103087435,7183,6848,11/3/15,2015,,,,,,,,,,
59c967115d155fe557001ac5ce2a4902a000104aa63577210a4c470c91515040,68,113,8/29/13,2013,,,,,,,,,,
fd324b7e1b5352ef5082eddf74101e075f7465eeffd6650222a6847f7b6eaf40,63,290,5/31/14,2014,,,,,,,,,,
2351739462,53175,5434,2/19/14,2014,,,,,,,,,,
846eeb4b2c26ccbe27ef45f0de0540782784c931f3dfa6773ec097873cbe92d5,37,289,6/10/14,2014,,,,,,,,,,
d4a474a1c8d2e1b7a731f7c9034fc9bf2703bc925ded58b237dc5d25c6613155,713,616,3/10/14,2014,,,,,,,,,,
3da8a7609e8e8bbc93fb2051c4d6568ad5436d629d003735f217ecd3acd1bb7e,901,889,8/16/13,2013,,,,,,,,,,
6de47a04acd8f81e3885ec8fbf09d0189142a215b2440103bae84c2456164c28,526,1168,5/17/14,2014,,,,,,,,,,
bcf1d18cf98785675a1f099f223361f8a7639e64f6925801436751fed1914905,385,639,12/15/13,2013,,,,,,,,,,
ad8951747c84851fad271c9633d2984567c847d7fe5ffd94d25a1d4c277eac18,620,778,11/12/13,2013,,,,,,,,,,
5978aa51b381958d960864a7aa9c29dc7fbdb674ffb4fc868cd2d5688d3bb29f,28,123,5/29/14,2014,,,,,,,,,,
437ab16e527f561f9c0e9c6a642b81903f86e5f90ae3e8aa5af43666a03e349e,103,136,8/13/13,2013,,,,,,,,,,
050f6f287ff564463cb290ec9933a045e07d0eea41352e3ed893cd570e97adbb,1495,392,1/7/12,2012,,,,,,,,,,
9e3e7c62c9dac16b5a420e9f7f22a68b4fa16ab62ba033feeee744e66a259522,59,53,3/11/15,2015,,,,,,,,,,
9c5eb3bc23ec5c9deb6c26ec8ac0f07bbc55486f7aaecab5d02c3ca27ea4397c,98,53,7/24/13,2013,,,,,,,,,,
beb336f5155096cf6987dddf809b033d86e234eddfcda45faf6678fa7c0002ee,1772,3425,9/2/16,2016,,,,,,,,,,
27523ae0eb525dd012c85f60e628d86fe6efd198b72d2d25ec6e2d749d173625,51,94,5/16/14,2014,,,,,,,,,,
396bbcfe261011acea8662dd79325a829000523d499ae89a3c1f2e4b60e639a5,476,648,6/2/14,2014,,,,,,,,,,
1169ee3779ef865fc3a04f2cd8a50f30d84d4d1adaa7fe8c268795d65ca212f0,3980,3734,9/21/15,2015,,,,,,,,,,
9f54120c6a78cc0ca27b919c5c3039110609a43da66ecebe39a54f50ad126354,403,288,12/11/12,2012,,,,,,,,,,
4d2e9edcd4b36d23e37be4f910d50219efe46a90c4b3c5d99def2c9f8626034a,554,1004,6/3/14,2014,,,,,,,,,,
d4f9ad1862ea7fa4f4e998403c11289532a1e1a667097f5f2f27be8c7f25ca2d,465,649,5/9/14,2014,,,,,,,,,,
40c69d0d189a365ceeee51c9bc039fcab3abe57447c7296427e083bc2a8a8ae5,3864,4198,3/14/15,2015,,,,,,,,,,
8c989eb4ce2454df033ce3627918d21696d0049abf1286447e88e241b3d9fac4,713,1984,3/14/14,2014,,,,,,,,,,
48782e70e0f100ca0b9617e732a5cb65e0fa083946b38f3986983e5b1bfe294f,77,337,5/19/14,2014,,,,,,,,,,
68d26fcc636fc03e21805c728e7bbc5cd1d0ca6a48179c4b020954c1072bb9ab,99,149,8/8/13,2013,,,,,,,,,,
fe36814d91c603bdd794327a26800e8a69da1eb0c49e74c627c3742615fba7a4,75,85,12/10/13,2013,,,,,,,,,,
9bb18893ade0a7bdccb0f2d258a1887c561a067e9c81be24b32815d1fec10ddd,67,113,3/11/15,2015,,,,,,,,,,
6f712699c8c6238cfb016b4b5d733d6de3a9e6dd1983f29e7b99fc6d58d54e6f,115,103,8/28/13,2013,,,,,,,,,,
27b93ba228eb4137131221eea1f595b141182ee2c99db530c25351276ff8b962,2491,2974,3/10/15,2015,,,,,,,,,,
c9bee85fb7d9e8ce4f8128e71723af9438d8b96900a72e9d3c48b011b72966b0,449,438,7/25/13,2013,,,,,,,,,,
757d12dfc934920c3d20525e82ba7adffaf710f81df68b0a076c5ce48b03f803,463,287,12/10/13,2013,,,,,,,,,,
2b0d7525bed1df5119b7956f9be4888b45686172d68006a90634e87952eb45d3,696,863,8/6/13,2013,,,,,,,,,,
cdf2bc321c0e3751069c02b957e2f698496217239dd5c9c1abce825538bfb9bf,40,213,10/6/09,2009,,,,,,,,,,
ce1cc785c30e34edfad6ce998eaeaab192d66855518de12dcc7877b694c623b6,386,368,7/24/13,2013,,,,,,,,,,
ba2efff0e4e0da7631c8a474e77a41e29b0d46920d5a972364b69d1f5b1fb56c,127,232,3/26/14,2014,,,,,,,,,,
9026fb195086e288e8d41a32d11132b82b3594cbbba0b4e8af9c2485124019f7,128,283,8/7/13,2013,,,,,,,,,,
581d6344219f83af5f839abddec9c7834d5d30f4e9e1230e5015633c6447228d,39,153,8/28/14,2014,,,,,,,,,,
9a1b1f934936aab1e076281cc173057b17b91d5e40ebdf48366008c9496fac27,59,82,3/13/15,2015,,,,,,,,,,
31e86bec3ae6598fe5869edc87470cacb1507b856bf296fa18b60c451d739505,83,119,8/28/13,2013,,,,,,,,,,
2484642526,33375,7498,4/14/14,2014,,,,,,,,,,
b8c94ff030a829429e6462e936c4bb8082de7d73c32b84644dea7df4cdc2cf95,108,139,9/5/13,2013,,,,,,,,,,
5838c3c419e0a51b6af6d63faad6688de4ac7a6f74fbba456906e93ab4012084,100,42,8/9/13,2013,,,,,,,,,,
e5a1de3e90560c2f1c16eb0395d8a20dc37e4dd17ec6b4bdff087ab23a77faba,181,320,5/4/14,2014,,,,,,,,,,
f6841058270740bcbb2db57ce902fae1779e417315bd108ed8d64065166930f5,6,138,6/22/14,2014,,,,,,,,,,
9acf984eec4daad96f124d3d0a5b6fb16685c17ad2bde06f105d63950c29787b,11,106,5/13/14,2014,,,,,,,,,,
45d941615504343e9354de27c4f88515f2466f7dc5dfedf1d55c4fce801f19fe,564,1459,3/22/14,2014,,,,,,,,,,
